SalePrice,id
121383.668529,1461
152030.728887,1462
184902.581543,1463
195108.134872,1464
196039.987677,1465
171808.926248,1466
175813.647333,1467
161028.182434,1468
193782.694099,1469
121376.524236,1470
181061.407219,1471
96164.4202874,1472
96264.1147708,1473
145358.231621,1474
112171.888791,1475
369679.229416,1476
253687.325277,1477
299999.128687,1478
300156.975875,1479
490935.235021,1480
327986.944255,1481
209741.970244,1482
177336.969589,1483
162111.058571,1484
187485.337992,1485
189657.41559,1486
344495.234788,1487
234096.724936,1488
196529.871375,1489
234286.354842,1490
194879.052905,1491
96015.8264317,1492
188704.354689,1493
303610.71208,1494
292184.828351,1495
235082.607386,1496
182029.770717,1497
177631.23111,1498
165705.165484,1499
153475.346398,1500
177636.520831,1501
142540.558932,1502
294170.720486,1503
240321.115204,1504
225861.722259,1505
188417.492941,1506
246125.037936,1507
203164.36209,1508
161407.747435,1509
145014.284162,1510
157198.386042,1511
171308.649967,1512
149532.964687,1513
155841.048218,1514
195493.766011,1515
157364.173688,1516
169256.9847,1517
132322.932903,1518
207491.420682,1519
127931.387693,1520
131835.260936,1521
177600.543686,1522
113791.29092,1523
125523.628429,1524
120139.240819,1525
114294.030756,1526
109092.463222,1527
132613.44563,1528
152729.154858,1529
184883.012555,1530
108713.837381,1531
95504.7243194,1532
145462.979916,1533
126427.943062,1534
145743.976115,1535
104840.110834,1536
64568.1607108,1537
148854.105293,1538
192590.234054,1539
87240.3921956,1540
139870.563524,1541
146710.085869,1542
190802.964628,1543
84708.1806297,1544
115944.039836,1545
135588.865706,1546
131771.384757,1547
138592.624446,1548
118922.191602,1549
137822.278765,1550
106646.21593,1551
139952.269996,1552
147303.883721,1553
116361.417334,1554
166302.576221,1555
83467.0885405,1556
111367.446089,1557
98736.1661721,1558
62301.5457711,1559
128594.190976,1560
127986.067979,1561
129497.85693,1562
119252.868162,1563
158509.340085,1564
154925.489264,1565
242334.455229,1566
78152.4995827,1567
237161.113309,1568
134338.41391,1569
133911.001453,1570
117719.376818,1571
142296.066893,1572
237482.919684,1573
117794.494345,1574
233796.839481,1575
230929.066754,1576
182557.193799,1577
147566.017075,1578
150019.22452,1579
196209.321883,1580
152405.40757,1581
126882.256013,1582
296718.564908,1583
216261.326814,1584
136705.680903,1585
72197.1559242,1586
107536.58141,1587
151538.883443,1588
97404.9564081,1589
131095.013773,1590
93865.1650053,1591
115987.841724,1592
128311.197787,1593
125768.860668,1594
111415.968204,1595
222565.677074,1596
198208.310513,1597
227009.477478,1598
171885.4697,1599
161781.714651,1600
68865.6690667,1601
117382.67897,1602
66673.0929546,1603
262382.956968,1604
237438.535486,1605
164428.961077,1606
171007.473591,1607
214732.446618,1608
185675.239795,1609
152573.64623,1610
138979.791032,1611
170194.056205,1612
161845.048568,1613
123915.95351,1614
90809.8354372,1615
77109.0985192,1616
92689.6702173,1617
130876.88147,1618
140917.15687,1619
152100.639599,1620
136077.466693,1621
141171.502715,1622
256007.506169,1623
206170.018065,1624
119642.559405,1625
168251.086877,1626
191408.029714,1627
274539.148533,1628
182941.697626,1629
351659.789908,1630
233755.95638,1631
248907.356029,1632
171490.865965,1633
185446.66689,1634
175474.287566,1635
151087.013318,1636
205114.527821,1637
179388.643161,1638
186765.323172,1639
244051.983147,1640
183402.421913,1641
241677.50835,1642
218204.452106,1643
236980.302584,1644
197849.325363,1645
156077.003572,1646
160080.37016,1647
129410.533874,1648
138438.736732,1649
114601.917177,1650
119471.663728,1651
97238.3544969,1652
98611.0176601,1653
146755.509812,1654
136258.155013,1655
141752.32648,1656
150298.553796,1657
144413.587079,1658
120458.987362,1659
154461.583945,1660
437944.374118,1661
412011.159965,1662
