Id,SalePrice
1461,121777.162372
1462,155221.096161
1463,180475.590886
1464,193360.598659
1465,194732.774058
1466,171745.118852
1467,175958.565725
1468,163707.053886
1469,189189.95864
1470,120049.246725
1471,188181.461748
1472,97086.7228997
1473,94847.337836
1474,148148.023575
1475,110423.481751
1476,369667.590225
1477,249892.170808
1478,295649.582789
1479,285516.133059
1480,489357.591901
1481,325919.153421
1482,212876.71347
1483,179663.325619
1484,163702.724194
1485,189363.508315
1486,193266.916337
1487,337573.965301
1488,238309.383488
1489,196971.688338
1490,231430.484605
1491,193067.725984
1492,94318.7343345
1493,186520.634041
1494,298070.343461
1495,287654.40214
1496,231429.600339
1497,178453.0168
1498,169913.350568
1499,162596.200299
1500,158240.983226
1501,172467.883232
1502,147457.141069
1503,289739.902613
1504,241170.954946
1505,225188.055931
1506,184452.045343
1507,242589.094806
1508,203042.618048
1509,163138.313704
1510,145753.752901
1511,151027.123576
1512,173541.344747
1513,151585.873237
1514,152321.320023
1515,188060.668909
1516,154933.262191
1517,166287.216152
1518,132245.836474
1519,214987.833945
1520,128330.561879
1521,131958.307589
1522,175582.526736
1523,112862.096449
1524,125718.077668
1525,119477.631564
1526,114620.595025
1527,107075.262478
1528,138005.931007
1529,148269.565953
1530,182620.971684
1531,109937.75244
1532,97352.8608682
1533,143179.295662
1534,127855.845862
1535,146199.606355
1536,108744.943089
1537,62855.3273102
1538,154102.156937
1539,190086.235893
1540,96832.6006609
1541,140851.721307
1542,139122.036734
1543,186234.115528
1544,82564.3668282
1545,117840.427397
1546,136421.496883
1547,131043.185481
1548,139441.346961
1549,121918.352048
1550,136399.807879
1551,112421.257123
1552,133443.167301
1553,142028.45196
1554,117399.682524
1555,163143.197923
1556,88259.6608733
1557,102425.571566
1558,99968.7690339
1559,65611.5904433
1560,135519.42728
1561,124906.529095
1562,130455.560158
1563,118955.434419
1564,155893.177196
1565,152604.8528
1566,240170.145846
1567,75827.0887488
1568,232600.234868
1569,128444.309556
1570,141215.701672
1571,123319.818776
1572,141697.578305
1573,231895.77645
1574,118924.234111
1575,225831.895504
1576,244561.665403
1577,181705.317717
1578,148088.33967
1579,143677.853512
1580,194655.854834
1581,152826.059263
1582,127365.366984
1583,295916.873397
1584,220005.720821
1585,137371.654807
1586,62982.9913049
1587,106481.207309
1588,151787.635837
1589,96621.9001713
1590,133162.581806
1591,91884.1615499
1592,116895.0625
1593,127444.707708
1594,122005.530017
1595,105852.510206
1596,220623.476829
1597,189943.939042
1598,218044.111744
1599,169453.283458
1600,164865.694334
1601,62166.6228063
1602,119902.678531
1603,73659.4224578
1604,262740.043609
1605,242700.244925
1606,169594.016041
1607,172062.403356
1608,216692.808006
1609,183450.768028
1610,154908.123586
1611,139233.879326
1612,171115.303079
1613,165804.095022
1614,128955.413315
1615,91005.6458532
1616,75701.1086333
1617,93340.0874426
1618,126973.208836
1619,139159.987055
1620,153854.321386
1621,137876.549633
1622,144898.745697
