Id,SalePrice
1461,122504.809142
1462,156716.504572
1463,180585.482657
1464,191698.592008
1465,191652.215997
1466,172221.647874
1467,174425.437872
1468,165275.374519
1469,186416.270497
1470,120529.537097
1471,188229.928611
1472,96371.6134273
1473,94730.4284828
1474,149947.050083
1475,111477.500769
1476,376079.510385
1477,251211.479048
1478,293991.999673
1479,279703.617335
1480,497833.158266
1481,327731.498303
1482,212576.732769
1483,179057.356309
1484,164900.822016
1485,186151.872176
1486,192598.718552
1487,338222.19793
1488,238119.056655
1489,199960.592691
1490,228083.4267
1491,191531.385591
1492,94978.4507569
1493,184814.675737
1494,299000.893577
1495,287202.806909
1496,230302.527391
1497,177941.74758
1498,169219.743153
1499,161358.237367
1500,158174.089936
1501,172257.854939
1502,148117.412766
1503,291254.629068
1504,240849.141718
1505,224972.777308
1506,183197.244393
1507,242024.161571
1508,203586.081767
1509,163713.346035
1510,147020.286116
1511,151154.93352
1512,171968.338098
1513,150735.200504
1514,151582.124826
1515,186183.68572
1516,154616.67919
1517,164161.051566
1518,132610.047197
1519,217313.405054
1520,129470.729315
1521,133149.362678
1522,174087.425417
1523,113982.618807
1524,125284.778632
1525,120114.69847
1526,116334.268734
1527,106199.381706
1528,137152.839854
1529,147675.586447
1530,180667.193948
1531,111097.256933
1532,96854.1344897
1533,142159.87271
1534,127896.27158
1535,145927.326313
1536,109418.215853
1537,63449.0842767
1538,156582.720724
1539,188139.804036
1540,96197.8814903
1541,142011.876534
1542,138639.59704
1543,189352.197442
1544,80026.7310344
1545,117564.386907
1546,135422.057505
1547,132204.317539
1548,138113.950364
1549,121118.969041
1550,137604.71754
1551,114749.373805
1552,133512.18163
1553,140795.182113
1554,117933.366546
1555,164937.060941
1556,88908.499649
1557,101287.885908
1558,99126.7215766
1559,66330.1589535
1560,135868.45168
1561,124548.957301
1562,130224.893126
1563,119465.630183
1564,156567.923505
1565,153290.00543
1566,240572.792195
1567,75086.1766868
1568,232488.817483
1569,130131.338859
1570,141006.935066
1571,123202.828766
1572,142317.064171
1573,233237.812745
1574,118531.151404
1575,224362.331053
1576,242339.085179
1577,183171.332818
1578,147133.111614
1579,143796.680857
1580,193609.234775
1581,151434.96837
1582,128517.194409
1583,301412.914663
1584,221589.057493
