Id,SalePrice
1461,119960.417177
1462,158625.022007
1463,181677.196257
1464,195707.511379
1465,194461.463524
1466,171696.379328
1467,177114.903501
1468,164097.079393
1469,186622.263497
1470,126096.184771
1471,183955.253084
1472,97229.5535189
1473,96236.0238423
1474,144911.300069
1475,110256.87623
1476,367851.59492
1477,252593.153141
1478,283584.833681
1479,283524.629629
1480,491396.952388
1481,336622.864136
1482,213484.005782
1483,179330.758174
1484,162472.845391
1485,184232.606432
1486,195167.686747
1487,339398.728391
1488,234232.784877
1489,194736.753897
1490,239763.56363
1491,189927.213491
1492,90863.3005833
1493,178519.93606
1494,292015.737155
1495,290450.662366
1496,231465.981275
1497,180955.595676
1498,166257.272855
1499,159957.526741
1500,157910.78593
1501,179425.823785
1502,143373.955564
1503,282299.524657
1504,243985.954343
1505,228086.417893
1506,193258.448535
1507,251841.304424
1508,199052.263831
1509,162122.20242
1510,144915.089644
1511,151903.581653
1512,175245.664339
1513,145416.804896
1514,152658.667792
1515,192129.083203
1516,150519.097886
1517,169007.826012
1518,129578.167165
1519,213613.043124
1520,131968.32438
1521,133765.770864
1522,174530.765301
1523,113569.668106
1524,128037.620917
1525,121518.612713
1526,111157.746645
1527,107399.834668
1528,139809.77601
1529,152717.561185
1530,182342.009569
1531,106585.537545
1532,93423.3785934
1533,147118.189454
1534,122021.755739
1535,154120.078046
1536,105128.701445
1537,61240.8304285
1538,151217.148323
1539,200257.36112
1540,92060.6156715
1541,142894.671082
1542,140684.311244
1543,198163.656258
1544,84804.4912929
1545,112647.633021
1546,130538.061684
1547,130967.884697
1548,136076.03487
1549,118441.957928
1550,130616.800488
1551,106761.787091
1552,137469.730103
1553,149566.510563
1554,118710.895727
1555,166938.31797
1556,84475.09539
1557,103446.170825
1558,98173.9490692
1559,71483.2051475
1560,126348.709627
1561,127458.133015
1562,126384.795519
1563,120565.993701
1564,158590.826278
1565,140355.245817
1566,242652.403079
1567,76520.9141401
1568,235127.316593
1569,133512.347585
1570,140057.751496
1571,121894.323283
1572,144248.033885
1573,246152.856449
1574,121853.073592
1575,226524.766172
1576,238896.47707
1577,178226.459246
1578,140629.363962
1579,149715.775021
1580,192118.72321
1581,154434.992835
1582,125167.815856
1583,296731.871879
1584,219315.597082
1585,139664.096399
1586,69022.4655032
1587,102963.91324
1588,157917.83101
1589,94101.3336562
1590,135465.405408
1591,96147.5431296
1592,115483.688
1593,122109.86342
1594,127079.673471
1595,109261.561791
1596,226982.592575
1597,192858.718503
1598,222282.663275
1599,165160.864276
1600,156274.845497
1601,64386.6069181
1602,113435.39173
1603,77798.3009452
1604,269257.308375
1605,239292.746876
1606,169258.72413
1607,171378.929364
1608,213475.111737
1609,180953.000266
1610,155971.94033
1611,138333.275989
1612,169191.77574
1613,164239.713635
1614,124479.575336
1615,92652.7166081
1616,79851.4498545
1617,91917.6177
1618,125137.513062
1619,139697.347255
1620,157476.323048
1621,137821.174105
1622,140349.315241
1623,261650.146195
1624,210124.251241
1625,116332.728678
1626,164548.183241
1627,192336.209271
1628,277011.475268
1629,179850.645323
1630,361776.072357
1631,228518.754796
1632,242342.099985
1633,167966.993685
1634,186939.952916
1635,173654.148232
1636,151022.11057
1637,201947.041803
1638,183337.694941
1639,180447.712038
1640,257158.52903
1641,179113.270648
1642,240408.335031
1643,220890.127643
1644,235548.527159
1645,201807.105781
1646,159304.678032
1647,155551.718676
1648,130558.813325
1649,141657.814533
1650,114050.179979
1651,120677.125638
1652,98349.562672
1653,100977.315733
1654,141060.309688
1655,133453.365146
1656,138593.568615
1657,145239.299469
1658,140534.360805
1659,115537.370975
1660,150265.189939
1661,451898.654447
1662,420761.924248
1663,383131.979467
1664,514913.559689
1665,301260.091342
1666,332908.973904
1667,399591.643825
1668,337810.763002
1669,299823.417332
1670,340823.295652
1671,269852.435102
1672,435681.190787
1673,300883.845744
1674,246819.988398
1675,199329.899404
1676,199003.710493
1677,225650.361113
1678,472371.979673
1679,397388.502569
1680,339268.576795
1681,242266.180482
1682,313752.584162
1683,187441.82997
1684,174989.813633
1685,171083.90908
1686,166338.892509
1687,167792.918511
1688,188015.760056
1689,194015.244133
1690,193721.911454
1691,182915.830809
1692,256466.630389
1693,169805.045781
1694,184000.086025
1695,162276.117184
1696,269459.777946
1697,171657.842754
1698,355643.430786
1699,311639.373708
1700,256726.927989
1701,274641.96524
1702,249343.369751
1703,245285.270126
1704,284277.070617
1705,239674.501263
1706,453533.011296
1707,212235.906192
1708,204406.863381
1709,263556.122006
1710,219961.962545
1711,266353.574185
1712,256356.916443
1713,272570.877124
1714,226801.381697
1715,206988.070182
1716,182715.657413
1717,174087.143436
1718,133148.994741
1719,208174.037138
1720,231654.426213
1721,164596.249284
1722,127306.107552
1723,158772.042269
1724,196740.023983
1725,234236.293966
1726,186443.140885
1727,150902.681538
1728,176854.328622
1729,163415.866688
1730,153302.056508
1731,117144.850205
1732,126936.432192
1733,112162.870038
1734,120454.905266
1735,127846.277962
1736,107686.142418
1737,299910.650776
1738,252002.705439
1739,256660.902218
1740,220427.959232
1741,188974.413946
1742,174930.085467
1743,177087.545435
1744,319993.754282
1745,215632.722641
1746,183170.735028
1747,215955.361014
1748,230418.519474
1749,144676.924328
1750,125166.770793
1751,242120.128202
1752,118740.242759
1753,149822.823974
1754,193468.844758
1755,167435.495108
1756,128010.459275
1757,119749.780009
1758,150983.671142
1759,163619.147374
1760,162326.560732
1761,143101.241967
1762,179437.174835
1763,180665.515189
1764,116156.543256
1765,170958.287325
1766,187595.338584
1767,218809.762662
1768,144795.790358
1769,168482.952771
1770,152055.923475
1771,117135.810264
1772,133145.910231
1773,127164.36193
1774,141601.189144
1775,142612.233972
1776,128822.931904
1777,108973.623279
1778,140722.288045
1779,117822.818765
1780,176475.682513
1781,128158.230198
1782,85023.5585897
1783,142841.514104
1784,110291.260594
1785,121981.543257
1786,127571.480426
1787,162683.256317
1788,58996.0386119
1789,96953.107994
1790,76898.1893227
1791,180321.728869
1792,160883.829109
1793,127615.359695
1794,155158.196914
1795,140113.077792
1796,125093.275013
1797,110294.742124
1798,120659.857296
1799,111287.444448
1800,129788.425495
1801,132508.607653
1802,131254.762309
1803,146242.52244
1804,140284.780539
1805,137848.252009
1806,126700.766866
1807,130589.77181
1808,122154.753694
1809,122997.597477
1810,138056.742382
1811,92011.0739291
1812,97511.6406804
1813,125500.142926
1814,92327.2267373
1815,55263.4047514
1816,98989.3499229
1817,108015.579475
1818,151567.921213
1819,127891.846031
1820,58170.1869114
1821,109668.181177
1822,147327.18547
1823,46485.3543856
1824,123619.096731
1825,137757.167154
1826,106763.001995
1827,99882.2824381
1828,134105.654473
1829,113926.270192
1830,145957.160951
1831,145825.967863
1832,68885.8555496
1833,137249.667983
1834,119750.660088
1835,124620.525885
1836,124751.448755
1837,85635.7480032
1838,129406.796657
