SalePrice,id
122646.645092,1461
151232.572637,1462
184851.999511,1463
196858.685654,1464
197869.198614,1465
171880.457498,1466
174711.170771,1467
159812.68634,1468
193529.885506,1469
121868.567205,1470
174961.883781,1471
95911.6507561,1472
95132.616724,1473
142215.93084,1474
105641.095822,1475
364673.518479,1476
252250.262777,1477
305518.60525,1478
290523.21025,1479
506313.531896,1480
321493.67863,1481
210794.923369,1482
180360.750839,1483
159119.359353,1484
190767.009867,1485
189417.341371,1486
339866.930101,1487
234190.615561,1488
193371.097938,1489
244944.198592,1490
196233.365405,1491
95055.3615879,1492
189113.651564,1493
302928.594893,1494
289351.422101,1495
234962.185511,1496
182880.645717,1497
184281.563141,1498
170554.20064,1499
158928.01046,1500
177314.747394,1501
142291.926119,1502
294826.204861,1503
239069.638642,1504
224032.941009,1505
187718.094503,1506
246413.108249,1507
199602.350371,1508
158370.23181,1509
145084.182599,1510
162053.011042,1511
169834.021061,1512
149454.952969,1513
158806.669312,1514
189921.633199,1515
154726.447126,1516
174002.363607,1517
130924.378216,1518
209312.983182,1519
126232.063474,1520
131069.608592,1521
179548.219467,1522
116518.10342,1523
125563.550304,1524
117534.795506,1525
111583.632319,1526
108862.178066,1527
133848.980786,1528
152571.701733,1529
188167.719586,1530
110124.370585,1531
94118.7926787,1532
150978.448666,1533
125166.013375,1534
145462.562052,1535
104155.062006,1536
61141.4966483,1537
148566.781075,1538
193987.374679,1539
90273.2007893,1540
140767.672899,1541
148052.038994,1542
181376.167753,1543
89617.4892234,1544
119190.922648,1545
138715.291487,1546
132781.958975,1547
142400.05804,1548
121607.285352,1549
137136.290484,1550
103369.620227,1551
141475.918434,1552
144211.344659,1553
115036.948584,1554
166596.544971,1555
84089.9342437,1556
112642.162886,1557
103682.709141,1558
58902.9393258,1559
125823.390195,1560
126558.634385,1561
131425.70068,1562
121145.321287,1563
159046.312742,1564
155694.321295,1565
244752.744292,1566
79501.5152077,1567
241990.910184,1568
134583.94516,1569
135861.993641,1570
115584.169786,1571
140943.645018,1572
229854.841559,1573
121718.552939,1574
239953.128543,1575
238626.949566,1576
180472.885205,1577
148680.392075,1578
151070.25577,1579
196250.349227,1580
155763.708352,1581
126303.341951,1582
293970.064908,1583
214246.088533,1584
135051.790278,1585
70838.6559242,1586
110209.98766,1587
151824.793599,1588
97210.2610956,1589
129616.482523,1590
93160.254849,1591
117512.927661,1592
128439.732943,1593
127731.087231,1594
110165.892032,1595
213577.509106,1596
199427.072231,1597
229990.282166,1598
163294.481419,1599
156823.359183,1600
64457.9425042,1601
117747.589126,1602
62861.9816265,1603
261052.128843,1604
233462.699549,1605
161548.066546,1606
172876.528278,1607
215748.536462,1608
183101.767138,1609
155196.001699,1610
137143.498063,1611
171405.981986,1612
165112.732162,1613
124267.246478,1614
91847.8510622,1615
78734.1844567,1616
91678.8772486,1617
133331.084595,1618
140909.199838,1619
148122.452099,1620
134174.587787,1621
142956.951934,1622
251946.904606,1623
205978.361815,1624
116570.379718,1625
169465.46969,1626
192004.951589,1627
277422.578221,1628
182501.060907,1629
345372.985221,1630
237781.307942,1631
252284.598217,1632
173703.60034,1633
186552.287983,1634
172774.498504,1635
150091.118787,1636
208862.07079,1637
173818.322848,1638
187156.077078,1639
242027.209709,1640
182224.750038,1641
250476.430225,1642
213082.034138,1643
242110.326022,1644
198041.329269,1645
155961.054353,1646
156326.538129,1647
128506.873718,1648
140793.185951,1649
114530.178896,1650
119007.319978,1651
97882.8193407,1652
99386.7539882,1653
144008.595749,1654
128777.182357,1655
141275.717105,1656
149290.905359,1657
146050.579266,1658
116009.561581,1659
156262.00582,1660
442983.014743,1661
405894.886528,1662
384609.249482,1663
491572.760405,1664
313230.285975,1665
322608.17756,1666
374911.325541,1667
363444.389148,1668
313562.964201,1669
357564.062527,1670
265430.078826,1671
423209.663995,1672
290437.929161,1673
239160.681237,1674
196376.209807,1675
196140.809306,1676
221766.931967,1677
480667.629195,1678
403855.995637,1679
327539.838904,1680
252640.223501,1681
317837.142787,1682
184196.935092,1683
173524.294704,1684
172709.308413,1685
164603.448926,1686
171256.969039,1687
184627.764476,1688
190896.71111,1689
193149.218206,1690
184242.250197,1691
261997.570975,1692
167047.286653,1693
183083.416402,1694
165884.695636,1695
266099.75726,1696
172097.60949,1697
345146.48351,1698
325216.519784,1699
261414.118472,1700
270868.217678,1701
241053.43795,1702
238633.847987,1703
269826.618129,1704
235803.264829,1705
248330.753948,1706
212941.396511,1707
202645.781561,1708
265789.239671,1709
217739.61905,1710
284137.576781,1711
250411.027337,1712
285409.780193,1713
226339.551853,1714
210059.34348,1715
183453.474324,1716
175064.233645,1717
139604.051019,1718
210021.412322,1719
226404.498558,1720
152001.39718,1721
121722.625659,1722
148732.944101,1723
201554.634042,1724
240675.832016,1725
184616.315997,1726
155070.288575,1727
164726.643476,1728
171502.446181,1729
150228.356381,1730
116265.489825,1731
126069.822068,1732
110147.164417,1733
121136.628715,1734
113942.242314,1735
105044.987215,1736
298626.623454,1737
