SalePrice,id
121519.486569,1461
159637.898351,1462
187900.728019,1463
200719.158085,1464
199280.934855,1465
172150.580238,1466
175725.369424,1467
160007.052026,1468
199628.64495,1469
120940.921198,1470
168854.113527,1471
96224.9059621,1472
95102.9352659,1473
144991.220255,1474
107578.808161,1475
362520.992034,1476
254447.911236,1477
313770.710453,1478
302293.839044,1479
498234.833064,1480
328114.662208,1481
208777.605027,1482
183516.584136,1483
159881.74009,1484
187666.149707,1485
189198.182295,1486
344355.740809,1487
228316.693152,1488
194714.274891,1489
250808.006881,1490
196485.226666,1491
97484.0383583,1492
179764.533686,1493
304346.023341,1494
288971.247296,1495
232869.676635,1496
184067.264539,1497
191445.86841,1498
169928.559995,1499
159757.731323,1500
178058.840047,1501
139310.784749,1502
321372.7619,1503
239390.75294,1504
229172.857831,1505
191411.654239,1506
245082.90684,1507
200435.500693,1508
155763.709051,1509
145549.104433,1510
169178.339419,1511
171467.395244,1512
146193.082188,1513
158534.613614,1514
186091.458116,1515
153208.78861,1516
175133.589402,1517
130435.335815,1518
207643.68488,1519
125638.737344,1520
134112.957378,1521
175903.610204,1522
116853.017824,1523
127550.956618,1524
117872.075361,1525
111779.622902,1526
109362.966624,1527
132419.069564,1528
157802.335226,1529
192077.145179,1530
109526.132408,1531
92063.8455281,1532
153908.17744,1533
125926.133223,1534
147164.104255,1535
104371.994654,1536
59240.8644209,1537
151127.429638,1538
193392.918979,1539
84825.1763005,1540
140722.635465,1541
157275.685088,1542
178345.968483,1543
84101.2697851,1544
116715.101217,1545
136669.8726,1546
133573.487797,1547
141061.700279,1548
121057.540179,1549
136773.580434,1550
102338.044099,1551
140093.259602,1552
145076.780794,1553
114715.239415,1554
166703.565507,1555
83042.6309094,1556
123300.247254,1557
105326.963576,1558
59389.7745678,1559
128734.772498,1560
125050.097819,1561
130491.392323,1562
120552.632048,1563
159493.464307,1564
157224.682575,1565
237690.878181,1566
78603.3192995,1567
238868.6745,1568
138457.623871,1569
130797.928463,1570
110995.310143,1571
141939.34719,1572
228441.929158,1573
119858.715694,1574
240737.082466,1575
231060.40093,1576
175421.972704,1577
146996.874207,1578
152009.609675,1579
194727.660125,1580
158141.82101,1581
125713.089223,1582
286287.389168,1583
214814.543185,1584
133629.365394,1585
77073.9708603,1586
108732.901049,1587
146363.803969,1588
98715.2472688,1589
126959.454077,1590
92934.4328096,1591
121339.064382,1592
128981.868228,1593
129309.07544,1594
114276.327276,1595
217072.373219,1596
207385.80777,1597
231295.011884,1598
170296.310672,1599
160415.254044,1600
64954.6088775,1601
118999.742421,1602
62474.2032099,1603
261905.549456,1604
229173.546825,1605
162926.168177,1606
174922.412282,1607
216934.006694,1608
181548.604349,1609
152661.771317,1610
135863.678882,1611
173572.341521,1612
166160.842551,1613
124476.653862,1614
92042.2218992,1615
78975.4598642,1616
91614.4972691,1617
138660.685015,1618
139561.075535,1619
148754.253774,1620
133707.174246,1621
145985.613379,1622
246046.178394,1623
202372.908631,1624
115252.453545,1625
168652.624371,1626
195602.036199,1627
275244.066231,1628
179998.145972,1629
358305.015807,1630
242476.365633,1631
259204.48843,1632
169580.97153,1633
185033.41547,1634
173338.509225,1635
151227.88388,1636
210479.712001,1637
181413.380041,1638
187129.074959,1639
237593.324862,1640
183082.101374,1641
251000.419508,1642
224211.183321,1643
247408.329266,1644
202740.218735,1645
154900.99599,1646
158950.416119,1647
128575.09246,1648
139292.536329,1649
112039.75007,1650
117877.935655,1651
97056.3036482,1652
98235.3185624,1653
146552.704778,1654
129002.443757,1655
142582.780221,1656
152560.813647,1657
147218.846674,1658
118005.54367,1659
154607.223668,1660
451311.856277,1661
402928.79903,1662
384194.33232,1663
581074.190626,1664
314517.05732,1665
311498.164072,1666
393272.914506,1667
348521.572921,1668
314255.193183,1669
357311.957494,1670
270092.363491,1671
424159.605717,1672
290357.694586,1673
240770.41015,1674
201604.425702,1675
198625.110461,1676
225210.341345,1677
467201.751477,1678
402671.615078,1679
330341.302088,1680
250066.665792,1681
328730.281417,1682
186275.145497,1683
171901.792782,1684
171543.073217,1685
166266.787727,1686
166549.875874,1687
184285.406379,1688
188152.520306,1689
192574.792563,1690
182423.102777,1691
249933.962855,1692
165162.605569,1693
183764.40318,1694
164074.803313,1695
279567.333535,1696
169102.729894,1697
345566.113736,1698
317850.453127,1699
263416.964161,1700
273509.098156,1701
244810.830942,1702
242861.578348,1703
269850.290779,1704
233758.592826,1705
227651.85747,1706
205915.450582,1707
203711.585058,1708
260133.651871,1709
217850.367788,1710
278820.16814,1711
254604.720061,1712
286586.561348,1713
233637.436488,1714
211408.17014,1715
184625.429782,1716
173197.626755,1717
141524.822362,1718
211185.901406,1719
223831.036789,1720
149986.525436,1721
122242.359205,1722
149982.46254,1723
202576.376796,1724
240164.836629,1725
183566.824501,1726
155743.269857,1727
160561.693207,1728
171089.302081,1729
151208.539027,1730
114387.130633,1731
126589.04183,1732
109441.47929,1733
121159.274758,1734
109686.624955,1735
103708.065717,1736
289274.781723,1737
270879.074705,1738
226788.994162,1739
216830.248348,1740
194096.269832,1741
174356.726952,1742
177664.181917,1743
382057.904284,1744
215406.955386,1745
176817.529918,1746
219038.142545,1747
215239.735721,1748
141110.971775,1749
123912.069925,1750
243807.097796,1751
111685.482068,1752
153798.297485,1753
192613.31094,1754
171418.014087,1755
127092.502848,1756
120694.613252,1757
148109.865381,1758
167568.045603,1759
164413.645328,1760
147803.177137,1761
